1/27_dfc1 (Time),1/27_dfc1 (Lp/Rp),3_9_dfc1-1 (Time),3_9_dfc1-1 (Lp/Rp),3_9_dfc1-2 (Time),3_9_dfc1-2 (Lp/Rp),3_10_dfc1-2 (Time),3_10_dfc1-2 (Lp/Rp),3_10_dfc1-2 (Time),3_10_dfc1-2 (Lp/Rp),3_5_dfc2-1 (Time),3_5_dfc2-1 (Lp/Rp),3_5_dfc2-2(Time),3_5_dfc2-2 (Lp/Rp),7/6_dfc3 (Time),7/6_dfc3 (Lp/Rp),7/6_dfc4 (Time),7/6_dfc4(Lp/Rp),7/20_dfc1 (Time),7/20_dfc1 (Lp/Rp),7/21_dfc1 (Time),7/21_dfc1 (Lp/Rp),8/5_dfc1 (Time),8/5_dfc1 (Lp/Rp),8/6_dfc1 (Time),8/6_dfc1 (Lp/Rp)
,,482,14.14105258,482,9.942927596,482,19.4439473,482,18.33917757,482,11.93151311,482,12.32923022,241,6.784585889,241,7.018537126,241,17.61318603,241,9.280065756,482,10.93722036,482,18.89156243
,,484,14.36200653,484,10.16388154,484,19.0020394,484,18.11822362,484,12.13037167,484,12.32923022,242,6.901561508,242,7.018537126,242,17.75522785,242,9.445781216,484,11.13607891,484,18.89156243
,,486,14.36200653,486,10.60578944,486,19.4439473,486,18.33917757,486,12.13037167,486,12.32923022,243,6.901561508,243,7.135512745,243,17.75522785,243,9.445781216,486,10.93722036,486,18.76727584
,,488,13.92009863,488,9.942927596,488,19.22299335,488,18.11822362,488,12.13037167,488,12.72694732,244,7.018537126,244,7.135512745,244,17.75522785,244,9.445781216,488,10.93722036,488,19.01584903
,,490,14.14105258,490,9.942927596,490,19.22299335,490,18.11822362,490,11.93151311,490,12.52808877,245,7.018537126,245,7.018537126,245,17.89726967,245,9.611496676,490,10.93722036,490,19.14013562
,,492,14.36200653,492,10.16388154,492,19.22299335,492,18.33917757,492,12.13037167,492,12.52808877,246,6.901561508,246,7.135512745,246,17.75522785,246,9.445781216,492,10.93722036,492,18.89156243
,,494,14.14105258,494,10.38483549,494,19.22299335,494,18.33917757,494,11.93151311,494,12.32923022,247,6.784585889,247,7.135512745,247,17.75522785,247,9.777212136,494,11.13607891,494,18.89156243
,,496,14.36200653,496,10.38483549,496,19.22299335,496,18.33917757,496,11.93151311,496,12.52808877,248,6.901561508,248,7.252488364,248,17.61318603,248,9.445781216,496,10.93722036,496,19.26442222
,,498,13.92009863,498,10.16388154,498,19.22299335,498,18.33917757,498,11.73265456,498,12.32923022,249,6.784585889,249,7.252488364,249,17.75522785,249,9.445781216,498,11.13607891,498,18.89156243
,,500,14.36200653,500,10.16388154,500,19.4439473,500,18.33917757,,,,,250,6.901561508,250,6.784585889,250,18.03931149,250,9.611496676,500,10.93722036,500,19.14013562
,,,,502,10.38483549,,,,,,,,,251,7.018537126,251,7.018537126,251,17.4711442,251,9.611496676,,,,
,,,,,,,,,,,,,,252,6.901561508,252,7.252488364,252,17.61318603,252,9.611496676,,,,
,,,,,,,,,,,,,,253,7.135512745,253,7.135512745,253,17.75522785,253,9.445781216,,,,
,,,,,,,,,,,,,,254,6.901561508,254,7.369463983,254,17.4711442,254,9.777212136,,,,
,,,,,,,,,,,,,,255,6.901561508,255,7.252488364,255,17.89726967,255,9.611496676,,,,
,,,,,,,,,,,,,,256,7.018537126,256,6.66761027,256,17.89726967,256,9.611496676,,,,
,,,,,,,,,,,,,,257,7.018537126,257,7.252488364,257,17.89726967,257,9.445781216,,,,
,,,,,,,,,,,,,,258,6.901561508,258,7.369463983,258,17.75522785,258,9.611496676,,,,
,,,,,,,,,,,,,,259,6.901561508,259,7.252488364,259,17.4711442,259,9.777212136,,,,
,,,,,,,,,,,,,,260,6.784585889,260,7.369463983,260,17.75522785,260,9.611496676,,,,
,,,,,,,,,,,,,,261,6.901561508,261,7.369463983,261,17.61318603,261,9.777212136,,,,
,,,,,,,,,,,,,,262,6.901561508,262,7.369463983,262,18.03931149,262,9.611496676,,,,
,,,,,,,,,,,,,,263,6.901561508,263,7.369463983,263,17.89726967,263,9.611496676,,,,
,,,,,,,,,,,,,,264,7.135512745,264,7.135512745,264,17.4711442,264,9.777212136,,,,
,,,,,,,,,,,,,,265,7.018537126,265,7.135512745,265,17.89726967,265,9.611496676,,,,
,,,,,,,,,,,,,,266,7.018537126,266,7.369463983,266,17.61318603,266,9.611496676,,,,
,,,,,,,,,,,,,,267,7.018537126,267,7.252488364,267,17.4711442,267,9.942927596,,,,
,,,,,,,,,,,,,,268,7.018537126,268,7.369463983,268,17.89726967,268,9.777212136,,,,
,,,,,,,,,,,,,,269,7.135512745,269,7.369463983,269,17.89726967,269,9.777212136,,,,
,,,,,,,,,,,,,,270,7.018537126,270,7.486439601,270,17.4711442,270,9.777212136,,,,
,,,,,,,,,,,,,,271,7.018537126,271,7.60341522,271,17.75522785,271,9.777212136,,,,
,,,,,,,,,,,,,,272,7.135512745,272,7.135512745,272,17.89726967,272,9.942927596,,,,
,,,,,,,,,,,,,,273,7.018537126,273,7.369463983,273,17.75522785,273,9.777212136,,,,
,,,,,,,,,,,,,,274,7.018537126,274,7.369463983,274,17.75522785,274,9.777212136,,,,
,,,,,,,,,,,,,,275,7.135512745,275,7.135512745,275,17.61318603,275,9.777212136,,,,
,,,,,,,,,,,,,,276,7.135512745,276,7.369463983,276,17.61318603,276,9.777212136,,,,
,,,,,,,,,,,,,,277,7.135512745,277,7.369463983,277,17.4711442,277,9.942927596,,,,
,,,,,,,,,,,,,,278,7.135512745,278,7.486439601,278,17.61318603,278,9.777212136,,,,
,,,,,,,,,,,,,,279,7.135512745,279,7.369463983,279,17.61318603,279,9.942927596,,,,
,,,,,,,,,,,,,,280,7.018537126,280,7.135512745,280,17.32910238,280,9.777212136,,,,
,,,,,,,,,,,,,,281,7.135512745,281,7.369463983,281,16.90297691,281,9.777212136,,,,
,,,,,,,,,,,,,,282,7.135512745,282,7.486439601,282,18.03931149,282,9.942927596,,,,
,,,,,,,,,,,,,,283,7.252488364,283,7.486439601,283,18.18135332,283,9.777212136,,,,
,,,,,,,,,,,,,,284,7.135512745,284,7.252488364,284,18.03931149,284,9.942927596,,,,
,,,,,,,,,,,,,,285,7.018537126,285,7.486439601,285,17.89726967,285,9.942927596,,,,
,,,,,,,,,,,,,,286,7.018537126,286,7.369463983,286,18.18135332,286,10.10864306,,,,
,,,,,,,,,,,,,,287,7.135512745,287,7.486439601,287,18.18135332,287,10.10864306,,,,
,,,,,,,,,,,,,,288,7.252488364,288,7.486439601,288,18.18135332,288,9.777212136,,,,
,,,,,,,,,,,,,,289,7.135512745,289,7.369463983,289,18.03931149,289,10.27435852,,,,
,,,,,,,,,,,,,,290,7.135512745,290,7.369463983,290,18.03931149,290,10.10864306,,,,
,,,,,,,,,,,,,,291,7.135512745,291,7.252488364,291,18.18135332,291,9.942927596,,,,
,,,,,,,,,,,,,,292,6.901561508,292,7.60341522,292,18.03931149,292,10.10864306,,,,
,,,,,,,,,,,,,,293,7.135512745,293,7.486439601,293,18.18135332,293,10.27435852,,,,
,,,,,,,,,,,,,,294,7.018537126,294,7.486439601,294,18.32339514,294,10.10864306,,,,
,,,,,,,,,,,,,,295,7.018537126,295,7.486439601,295,18.18135332,295,9.942927596,,,,
,,,,,,,,,,,,,,296,7.018537126,296,7.486439601,296,18.18135332,296,10.10864306,,,,
,,,,,,,,,,,,,,297,7.135512745,297,7.60341522,297,18.03931149,297,10.27435852,,,,
,,,,,,,,,,,,,,298,7.018537126,298,7.369463983,298,18.03931149,298,10.44007398,,,,
,,,,,,,,,,,,,,299,7.135512745,299,7.486439601,299,18.18135332,299,10.10864306,,,,
,,,,,,,,,,,,,,300,7.018537126,300,7.486439601,300,18.32339514,300,10.10864306,,,,
,,,,,,,,,,,,,,301,7.252488364,301,7.60341522,301,18.46543696,301,10.10864306,,,,
,,,,,,,,,,,,,,302,7.018537126,302,7.720390839,302,18.32339514,302,10.44007398,,,,
,,,,,,,,,,,,,,303,7.018537126,303,7.369463983,303,18.18135332,303,10.27435852,,,,
,,,,,,,,,,,,,,304,7.018537126,304,7.60341522,304,18.03931149,304,10.10864306,,,,
,,,,,,,,,,,,,,305,7.135512745,305,7.720390839,305,18.03931149,305,10.27435852,,,,
,,,,,,,,,,,,,,306,7.135512745,306,7.720390839,306,18.32339514,306,10.10864306,,,,
,,,,,,,,,,,,,,307,7.135512745,307,7.837366458,307,18.32339514,307,10.27435852,,,,
,,,,,,,,,,,,,,308,7.018537126,308,7.60341522,308,18.03931149,308,10.10864306,,,,
,,,,,,,,,,,,,,309,7.018537126,309,7.720390839,309,18.03931149,309,10.27435852,,,,
,,,,,,,,,,,,,,310,7.135512745,310,7.486439601,310,18.32339514,310,10.44007398,,,,
,,,,,,,,,,,,,,311,7.252488364,311,7.60341522,311,18.18135332,311,10.27435852,,,,
,,,,,,,,,,,,,,312,7.252488364,312,7.837366458,312,17.89726967,312,10.44007398,,,,
,,,,,,,,,,,,,,313,7.135512745,313,7.954342076,313,18.32339514,313,10.10864306,,,,
,,,,,,,,,,,,,,314,7.135512745,314,7.954342076,314,18.32339514,314,10.44007398,,,,
,,,,,,,,,,,,,,315,6.901561508,315,7.837366458,315,18.46543696,315,10.44007398,,,,
,,,,,,,,,,,,,,316,7.135512745,316,8.071317695,316,18.18135332,316,9.942927596,,,,
,,,,,,,,,,,,,,317,7.252488364,317,7.837366458,317,18.32339514,317,10.44007398,,,,
,,,,,,,,,,,,,,318,7.135512745,318,7.720390839,318,18.18135332,318,10.27435852,,,,
,,,,,,,,,,,,,,319,7.018537126,319,7.954342076,319,18.18135332,319,10.44007398,,,,
,,,,,,,,,,,,,,320,7.135512745,320,7.837366458,320,18.18135332,320,10.60578944,,,,
,,,,,,,,,,,,,,321,7.018537126,321,7.60341522,321,18.32339514,321,10.60578944,,,,
,,,,,,,,,,,,,,322,7.135512745,322,7.954342076,322,18.03931149,322,10.7715049,,,,
,,,,,,,,,,,,,,323,7.135512745,323,7.837366458,323,18.18135332,323,10.44007398,,,,
,,,,,,,,,,,,,,324,7.135512745,324,7.837366458,324,18.18135332,324,10.7715049,,,,
,,,,,,,,,,,,,,325,7.018537126,325,7.954342076,325,18.32339514,325,10.27435852,,,,
,,,,,,,,,,,,,,326,7.135512745,326,7.837366458,326,18.18135332,326,10.27435852,,,,
,,,,,,,,,,,,,,327,7.135512745,327,8.188293314,327,18.32339514,327,10.60578944,,,,
,,,,,,,,,,,,,,328,7.135512745,328,7.954342076,328,18.18135332,328,10.44007398,,,,
,,,,,,,,,,,,,,329,7.018537126,329,7.954342076,329,18.18135332,329,10.60578944,,,,
,,,,,,,,,,,,,,330,7.252488364,330,8.188293314,330,18.03931149,330,10.60578944,,,,
,,,,,,,,,,,,,,331,7.252488364,331,8.071317695,331,18.03931149,331,10.60578944,,,,
,,,,,,,,,,,,,,332,7.018537126,332,8.188293314,332,18.03931149,332,10.7715049,,,,
,,,,,,,,,,,,,,333,7.252488364,333,7.954342076,333,18.18135332,333,10.7715049,,,,
,,,,,,,,,,,,,,334,7.135512745,334,7.954342076,334,18.18135332,334,10.7715049,,,,
,,,,,,,,,,,,,,335,7.135512745,335,8.188293314,335,18.18135332,335,10.7715049,,,,
,,,,,,,,,,,,,,336,7.135512745,336,7.954342076,336,18.03931149,336,10.7715049,,,,
,,,,,,,,,,,,,,337,7.135512745,337,8.071317695,337,18.18135332,337,10.7715049,,,,
,,,,,,,,,,,,,,338,7.018537126,338,7.954342076,338,18.18135332,338,10.44007398,,,,
,,,,,,,,,,,,,,339,7.252488364,339,7.954342076,339,18.18135332,339,10.7715049,,,,
,,,,,,,,,,,,,,340,7.135512745,340,7.60341522,340,18.18135332,340,10.44007398,,,,
,,,,,,,,,,,,,,341,7.135512745,341,7.60341522,341,18.32339514,341,10.7715049,,,,
,,,,,,,,,,,,,,342,7.135512745,342,7.954342076,342,18.18135332,342,10.7715049,,,,
,,,,,,,,,,,,,,343,7.135512745,343,7.837366458,343,18.18135332,343,10.7715049,,,,
,,,,,,,,,,,,,,344,7.252488364,344,8.188293314,344,18.32339514,344,10.93722036,,,,
,,,,,,,,,,,,,,345,7.135512745,345,7.954342076,345,18.32339514,345,10.93722036,,,,
,,,,,,,,,,,,,,346,7.135512745,346,8.071317695,346,18.18135332,346,10.7715049,,,,
,,,,,,,,,,,,,,347,7.135512745,347,7.954342076,347,18.32339514,347,11.10293582,,,,
,,,,,,,,,,,,,,348,7.252488364,348,7.954342076,348,18.46543696,348,10.7715049,,,,
,,,,,,,,,,,,,,349,7.369463983,349,8.071317695,349,18.18135332,349,10.93722036,,,,
,,,,,,,,,,,,,,350,7.135512745,350,8.071317695,350,18.32339514,350,10.93722036,,,,
,,,,,,,,,,,,,,351,7.252488364,351,7.954342076,351,18.32339514,351,10.93722036,,,,
,,,,,,,,,,,,,,352,7.369463983,352,8.188293314,352,18.46543696,352,10.93722036,,,,
,,,,,,,,,,,,,,353,7.252488364,353,7.954342076,353,18.46543696,353,10.7715049,,,,
,,,,,,,,,,,,,,354,7.252488364,354,8.188293314,354,18.46543696,354,11.10293582,,,,
,,,,,,,,,,,,,,355,7.135512745,355,8.422244552,355,18.32339514,355,10.93722036,,,,
,,,,,,,,,,,,,,356,7.252488364,356,8.188293314,356,18.32339514,356,11.10293582,,,,
,,,,,,,,,,,,,,357,7.252488364,357,8.305268933,357,18.46543696,357,11.26865128,,,,
,,,,,,,,,,,,,,358,7.252488364,358,8.422244552,358,18.32339514,358,10.93722036,,,,
,,,,,,,,,,,,,,359,7.252488364,359,8.188293314,359,18.32339514,359,11.43436673,,,,
,,,,,,,,,,,,,,360,7.135512745,360,8.071317695,360,18.46543696,360,10.93722036,,,,
,,,,,,,,,,,,,,361,7.135512745,361,8.188293314,361,18.32339514,361,11.26865128,,,,
,,,,,,,,,,,,,,362,7.135512745,362,8.305268933,362,18.32339514,362,11.26865128,,,,
,,,,,,,,,,,,,,363,7.135512745,363,8.071317695,363,18.32339514,363,11.10293582,,,,
,,,,,,,,,,,,,,364,7.135512745,364,8.305268933,364,18.18135332,364,11.26865128,,,,
,,,,,,,,,,,,,,365,7.252488364,365,8.071317695,365,18.46543696,365,11.10293582,,,,
,,,,,,,,,,,,,,366,7.135512745,366,8.53922017,366,18.46543696,366,11.26865128,,,,
,,,,,,,,,,,,,,367,7.135512745,367,8.305268933,367,18.32339514,367,11.43436673,,,,
,,,,,,,,,,,,,,368,7.018537126,368,8.305268933,368,18.32339514,368,11.26865128,,,,
,,,,,,,,,,,,,,369,7.135512745,369,8.305268933,369,18.46543696,369,11.26865128,,,,
,,,,,,,,,,,,,,370,7.135512745,370,8.305268933,370,18.46543696,370,11.26865128,,,,
,,,,,,,,,,,,,,371,7.135512745,371,8.422244552,371,18.18135332,371,11.26865128,,,,
,,,,,,,,,,,,,,372,7.135512745,372,8.188293314,372,18.32339514,372,11.43436673,,,,
,,,,,,,,,,,,,,373,7.252488364,373,8.422244552,373,18.32339514,373,11.43436673,,,,
,,,,,,,,,,,,,,374,7.252488364,374,8.305268933,374,18.18135332,374,11.60008219,,,,
,,,,,,,,,,,,,,375,7.252488364,375,8.071317695,375,18.46543696,375,11.43436673,,,,
,,,,,,,,,,,,,,376,7.135512745,376,8.422244552,376,18.18135332,376,11.60008219,,,,
,,,,,,,,,,,,,,377,7.135512745,377,8.305268933,377,18.46543696,377,11.60008219,,,,
,,,,,,,,,,,,,,378,7.135512745,378,8.422244552,378,18.60747879,378,11.26865128,,,,
,,,,,,,,,,,,,,379,7.135512745,379,8.305268933,379,18.32339514,379,11.60008219,,,,
,,,,,,,,,,,,,,380,7.252488364,380,8.422244552,380,18.32339514,380,11.43436673,,,,
,,,,,,,,,,,,,,381,7.252488364,381,8.53922017,381,18.32339514,381,11.60008219,,,,
,,,,,,,,,,,,,,382,7.252488364,382,8.53922017,382,18.46543696,382,11.93151311,,,,
,,,,,,,,,,,,,,383,7.135512745,383,8.53922017,383,18.46543696,383,11.60008219,,,,
,,,,,,,,,,,,,,384,7.135512745,384,8.53922017,384,18.46543696,384,11.60008219,,,,
,,,,,,,,,,,,,,385,7.135512745,385,8.53922017,385,18.32339514,385,11.60008219,,,,
,,,,,,,,,,,,,,386,7.252488364,386,8.422244552,386,18.32339514,386,11.60008219,,,,
,,,,,,,,,,,,,,387,7.135512745,387,8.53922017,387,18.46543696,387,11.60008219,,,,
,,,,,,,,,,,,,,388,7.135512745,388,8.422244552,388,18.60747879,388,11.76579765,,,,
,,,,,,,,,,,,,,389,7.135512745,389,8.422244552,389,18.18135332,389,11.76579765,,,,
,,,,,,,,,,,,,,390,7.252488364,390,8.305268933,390,18.74952061,390,11.43436673,,,,
,,,,,,,,,,,,,,391,7.018537126,391,8.188293314,391,18.46543696,391,11.76579765,,,,
,,,,,,,,,,,,,,392,7.018537126,392,8.422244552,392,18.60747879,392,11.60008219,,,,
,,,,,,,,,,,,,,393,7.135512745,393,8.305268933,393,18.32339514,393,11.93151311,,,,
,,,,,,,,,,,,,,394,7.135512745,394,8.305268933,394,18.46543696,394,11.76579765,,,,
,,,,,,,,,,,,,,395,7.252488364,395,8.422244552,395,18.60747879,395,11.60008219,,,,
,,,,,,,,,,,,,,396,7.252488364,396,8.656195789,396,18.60747879,396,11.76579765,,,,
,,,,,,,,,,,,,,397,7.018537126,397,8.656195789,397,18.60747879,397,11.60008219,,,,
,,,,,,,,,,,,,,398,7.135512745,398,8.53922017,398,18.46543696,398,11.76579765,,,,
,,,,,,,,,,,,,,399,7.135512745,399,8.773171408,399,18.32339514,399,11.93151311,,,,
,,,,,,,,,,,,,,400,7.252488364,400,8.305268933,400,18.32339514,400,11.76579765,,,,
,,,,,,,,,,,,,,401,7.135512745,401,8.53922017,401,18.18135332,401,11.93151311,,,,
,,,,,,,,,,,,,,402,7.018537126,402,8.53922017,402,18.46543696,402,11.76579765,,,,
,,,,,,,,,,,,,,403,7.135512745,403,8.53922017,403,18.60747879,403,12.09722857,,,,
,,,,,,,,,,,,,,404,7.018537126,404,8.305268933,404,18.32339514,404,11.76579765,,,,
,,,,,,,,,,,,,,405,7.135512745,405,8.53922017,405,18.60747879,405,11.93151311,,,,
,,,,,,,,,,,,,,406,7.135512745,406,8.656195789,406,18.32339514,406,11.93151311,,,,
,,,,,,,,,,,,,,407,7.018537126,407,8.656195789,407,18.60747879,407,11.76579765,,,,
,,,,,,,,,,,,,,408,7.135512745,408,8.422244552,408,18.60747879,408,12.09722857,,,,
,,,,,,,,,,,,,,409,7.135512745,409,8.305268933,409,18.60747879,409,11.93151311,,,,
,,,,,,,,,,,,,,410,7.018537126,410,8.773171408,410,18.32339514,410,11.76579765,,,,
,,,,,,,,,,,,,,411,7.018537126,411,8.53922017,411,18.32339514,411,12.09722857,,,,
,,,,,,,,,,,,,,412,7.252488364,412,8.890147027,412,18.32339514,412,12.09722857,,,,
,,,,,,,,,,,,,,413,7.135512745,413,8.773171408,413,18.32339514,413,12.09722857,,,,
,,,,,,,,,,,,,,414,7.135512745,414,8.656195789,414,18.60747879,414,11.93151311,,,,
,,,,,,,,,,,,,,415,7.018537126,415,8.773171408,415,18.60747879,415,11.76579765,,,,
,,,,,,,,,,,,,,416,7.135512745,416,8.773171408,416,18.60747879,416,12.09722857,,,,
,,,,,,,,,,,,,,417,7.135512745,417,8.656195789,417,18.89156243,417,11.93151311,,,,
,,,,,,,,,,,,,,418,7.018537126,418,8.656195789,418,18.46543696,418,11.93151311,,,,
,,,,,,,,,,,,,,419,7.252488364,419,8.656195789,419,18.60747879,419,11.93151311,,,,
,,,,,,,,,,,,,,420,6.901561508,420,9.007122645,420,18.60747879,420,11.93151311,,,,
,,,,,,,,,,,,,,421,7.018537126,421,8.53922017,421,18.46543696,421,12.09722857,,,,
,,,,,,,,,,,,,,422,7.135512745,422,8.53922017,422,18.32339514,422,11.43436673,,,,
,,,,,,,,,,,,,,423,7.252488364,423,8.773171408,423,18.60747879,423,11.93151311,,,,
,,,,,,,,,,,,,,424,7.018537126,424,8.773171408,424,18.74952061,424,12.26294403,,,,
,,,,,,,,,,,,,,425,7.135512745,425,8.422244552,425,18.60747879,425,11.76579765,,,,
,,,,,,,,,,,,,,426,6.784585889,426,8.656195789,426,18.46543696,426,11.93151311,,,,
,,,,,,,,,,,,,,427,6.901561508,427,8.53922017,427,18.32339514,427,12.09722857,,,,
,,,,,,,,,,,,,,428,6.901561508,428,8.773171408,428,18.74952061,428,11.76579765,,,,
,,,,,,,,,,,,,,429,7.018537126,429,8.071317695,429,18.46543696,429,11.93151311,,,,
,,,,,,,,,,,,,,430,7.135512745,430,8.53922017,430,18.60747879,430,12.09722857,,,,
,,,,,,,,,,,,,,431,7.018537126,431,8.656195789,431,18.74952061,431,12.09722857,,,,
,,,,,,,,,,,,,,432,7.135512745,432,8.53922017,432,18.89156243,432,12.09722857,,,,
,,,,,,,,,,,,,,433,7.252488364,433,8.656195789,433,18.60747879,433,12.09722857,,,,
,,,,,,,,,,,,,,434,7.135512745,434,8.656195789,434,18.74952061,434,12.09722857,,,,
,,,,,,,,,,,,,,435,7.135512745,435,8.890147027,435,18.60747879,435,11.93151311,,,,
,,,,,,,,,,,,,,436,7.252488364,436,8.773171408,436,18.74952061,436,12.09722857,,,,
,,,,,,,,,,,,,,437,7.135512745,437,8.773171408,437,18.74952061,437,12.26294403,,,,
,,,,,,,,,,,,,,438,7.252488364,438,8.656195789,438,18.74952061,438,12.26294403,,,,
,,,,,,,,,,,,,,439,7.135512745,439,8.656195789,439,18.46543696,439,12.09722857,,,,
,,,,,,,,,,,,,,440,7.252488364,440,8.656195789,440,18.46543696,440,12.26294403,,,,
,,,,,,,,,,,,,,441,7.135512745,441,8.890147027,441,18.74952061,441,12.26294403,,,,
,,,,,,,,,,,,,,442,7.135512745,442,8.773171408,442,18.89156243,442,12.26294403,,,,
,,,,,,,,,,,,,,443,7.018537126,443,8.773171408,443,18.89156243,443,11.93151311,,,,
,,,,,,,,,,,,,,444,7.135512745,444,8.890147027,444,18.32339514,444,12.42865949,,,,
,,,,,,,,,,,,,,445,7.369463983,445,8.656195789,445,18.74952061,445,12.26294403,,,,
,,,,,,,,,,,,,,446,7.252488364,446,8.890147027,446,18.74952061,446,12.42865949,,,,
,,,,,,,,,,,,,,447,7.252488364,447,8.773171408,447,18.46543696,447,12.09722857,,,,
,,,,,,,,,,,,,,448,7.369463983,448,8.773171408,448,19.17564608,448,12.42865949,,,,
,,,,,,,,,,,,,,449,7.018537126,449,8.773171408,449,18.60747879,449,12.42865949,,,,
,,,,,,,,,,,,,,450,7.369463983,450,8.890147027,450,18.74952061,450,12.26294403,,,,
,,,,,,,,,,,,,,451,7.252488364,451,8.773171408,451,18.74952061,451,12.26294403,,,,
,,,,,,,,,,,,,,452,6.901561508,452,8.773171408,452,18.60747879,452,12.26294403,,,,
,,,,,,,,,,,,,,453,7.135512745,453,8.656195789,453,18.74952061,453,12.09722857,,,,
,,,,,,,,,,,,,,454,7.135512745,454,8.773171408,454,18.32339514,454,12.42865949,,,,
,,,,,,,,,,,,,,455,7.252488364,455,8.656195789,455,18.89156243,455,12.26294403,,,,
,,,,,,,,,,,,,,456,7.018537126,456,8.773171408,456,18.60747879,456,12.26294403,,,,
,,,,,,,,,,,,,,457,7.135512745,457,8.422244552,457,18.74952061,457,12.59437495,,,,
,,,,,,,,,,,,,,458,7.018537126,458,8.773171408,458,18.74952061,458,12.26294403,,,,
,,,,,,,,,,,,,,459,7.018537126,459,8.890147027,459,18.32339514,459,12.42865949,,,,
,,,,,,,,,,,,,,460,7.135512745,460,8.422244552,460,18.74952061,460,12.26294403,,,,
,,,,,,,,,,,,,,461,7.135512745,461,8.53922017,461,18.89156243,461,12.26294403,,,,
,,,,,,,,,,,,,,462,7.252488364,462,8.656195789,462,18.89156243,462,12.42865949,,,,
,,,,,,,,,,,,,,463,7.018537126,463,8.890147027,463,18.60747879,463,12.42865949,,,,
,,,,,,,,,,,,,,464,7.135512745,464,8.890147027,464,18.74952061,464,12.59437495,,,,
,,,,,,,,,,,,,,465,7.252488364,465,8.53922017,465,18.46543696,465,12.59437495,,,,
,,,,,,,,,,,,,,466,7.252488364,466,8.890147027,466,18.74952061,466,12.42865949,,,,
,,,,,,,,,,,,,,467,7.135512745,467,8.890147027,467,18.32339514,467,12.26294403,,,,
,,,,,,,,,,,,,,468,7.135512745,468,8.656195789,468,18.74952061,468,12.26294403,,,,
,,,,,,,,,,,,,,469,7.135512745,469,8.656195789,469,18.89156243,469,12.26294403,,,,
,,,,,,,,,,,,,,470,7.252488364,470,9.007122645,470,18.60747879,470,12.59437495,,,,
,,,,,,,,,,,,,,471,7.252488364,471,8.656195789,471,18.74952061,471,12.26294403,,,,
,,,,,,,,,,,,,,472,7.486439601,472,8.656195789,472,18.89156243,472,12.42865949,,,,
,,,,,,,,,,,,,,473,7.252488364,473,9.007122645,473,18.74952061,473,12.42865949,,,,
,,,,,,,,,,,,,,474,7.252488364,474,8.53922017,474,18.74952061,474,12.42865949,,,,
,,,,,,,,,,,,,,475,7.369463983,475,9.007122645,475,18.89156243,475,12.42865949,,,,
,,,,,,,,,,,,,,476,7.369463983,476,8.773171408,476,18.89156243,476,12.09722857,,,,
,,,,,,,,,,,,,,477,7.252488364,477,8.656195789,477,18.60747879,477,12.42865949,,,,
,,,,,,,,,,,,,,478,7.369463983,478,8.890147027,478,18.89156243,478,12.42865949,,,,
,,,,,,,,,,,,,,479,7.252488364,479,8.773171408,479,19.03360425,479,12.59437495,,,,
,,,,,,,,,,,,,,480,7.369463983,480,8.773171408,480,18.74952061,480,12.59437495,,,,
,,,,,,,,,,,,,,481,7.369463983,481,8.890147027,481,18.60747879,481,12.59437495,,,,
,,,,,,,,,,,,,,482,7.252488364,482,8.773171408,482,18.74952061,482,12.92580587,,,,
,,,,,,,,,,,,,,483,7.252488364,483,9.007122645,483,18.89156243,483,12.42865949,,,,
,,,,,,,,,,,,,,484,7.252488364,484,8.656195789,484,18.46543696,484,12.76009041,,,,
,,,,,,,,,,,,,,485,7.369463983,485,8.890147027,485,18.89156243,485,12.76009041,,,,
,,,,,,,,,,,,,,486,7.252488364,486,9.007122645,486,18.89156243,486,12.76009041,,,,
,,,,,,,,,,,,,,487,7.252488364,487,8.890147027,487,18.89156243,487,13.09152133,,,,
,,,,,,,,,,,,,,488,7.369463983,488,8.890147027,488,18.89156243,488,12.59437495,,,,
,,,,,,,,,,,,,,489,7.369463983,489,9.124098264,489,18.89156243,489,12.76009041,,,,
,,,,,,,,,,,,,,490,7.135512745,490,8.773171408,490,18.60747879,490,12.76009041,,,,
,,,,,,,,,,,,,,491,7.252488364,491,8.656195789,491,18.89156243,491,12.59437495,,,,
,,,,,,,,,,,,,,492,7.252488364,492,8.656195789,492,18.74952061,492,12.92580587,,,,
,,,,,,,,,,,,,,493,7.369463983,493,8.656195789,493,18.89156243,493,12.59437495,,,,
,,,,,,,,,,,,,,494,7.252488364,494,8.656195789,494,18.89156243,494,12.76009041,,,,
,,,,,,,,,,,,,,495,7.252488364,495,9.007122645,495,18.32339514,495,12.92580587,,,,
,,,,,,,,,,,,,,496,7.369463983,496,9.007122645,496,19.17564608,496,12.59437495,,,,
,,,,,,,,,,,,,,497,7.369463983,497,9.007122645,497,18.74952061,497,13.09152133,,,,
,,,,,,,,,,,,,,498,7.369463983,498,8.773171408,498,18.89156243,498,12.76009041,,,,
,,,,,,,,,,,,,,499,7.369463983,499,8.890147027,499,19.03360425,499,13.09152133,,,,
,,,,,,,,,,,,,,500,7.369463983,500,8.773171408,500,19.17564608,500,12.92580587,,,,
,,,,,,,,,,,,,,501,7.252488364,,,,,,,,,,
,,,,,,,,,,,,,,502,7.252488364,,,,,,,,,,
,,,,,,,,,,,,,,503,7.369463983,,,,,,,,,,
